28835.1 300
27997.9 300
939.003 300
84210.1 300
49796.1 300
55615.7 300
32017 300
31778.6 300
30578.4 300
27007.9 300
26651.1 300
24664.5 300
23526.2 300
21545.4 300
8916.67 300
7223.3 300
26948.3 300
23405.9 300
20241.8 300
18985.9 300
13195 300
8358.58 300
939.005 300
82448 300
62521.4 300
61618.3 300
61258 300
58859.3 300
55094.7 300
30828.8 300
30286.8 300
28359.2 300
28118.2 300
25142.4 300
20121.3 300
15447.3 300
13430.7 300
2396.93 300
1418.36 300
577.39 300
81134 300
64383.8 300
58258.9 300
55977.4 300
25754.1 300
10144.2 300
8179.67 300
2396.94 300
336.736 300
82088.3 300
66912.5 300
63962.8 300
58076.5 300
51522.8 300
52517.8 300
25665.7 300
25023 300
757.86 300
336.737 300
83791.4 300
78546.9 300
62401.1 300
54619.1 300
54557.2 300
32439.1 300
31664.3 300
30155.4 300
2516.66 300
60958.5 300
54028.4 300
50217.2 300
11647.6 300
10144.5 300
57896.7 300
51402.5 300
51878.7 300
53488.9 300
30405.8 300
28596.8 300
28459.3 300
20722.3 300
13075.4 300
12654.3 300
63063.5 300
54087.1 300
51878.8 300
31188.4 300
26205.7 300
25545.5 300
24857.3 300
18746 300
2636.29 300
81614 300
52891.3 300
29493 300
28894.6 300
27699.7 300
22144.4 300
21425.7 300
10264 300
819.945 300
63423.2 300
60185.6 300
26175.9 300
16349.1 300
7761.46 300
83910.5 300
82029 300
65761.8 300
60607.1 300
58739.6 300
53186.2 300
25484 300
23585.8 300
13640.5 300
9969.37 300
9911.1 300
9627.64 300
2636.3 300
457.061 300
81673.8 300
25634.4 300
22385.7 300
17963.8 300
16046.4 300
7941.93 300
142.176 300
81197.7 300
59883.9 300
28177.8 300
26385.1 300
15024.9 300
7163.04 300
84572.9 300
80793.6 300
79966.6 300
54322.9 300
31836.4 300
9450.35 300
8620.99 300
86242 300
82207.9 300
66254.9 300
51042.2 300
52754.4 300
27128.2 300
25905.7 300
25875.7 300
22265.4 300
17843.5 300
15567 300
31247 300
22807.5 300
22265.5 300
21906.3 300
20602.6 300
19348.2 300
16586.8 300
9968.2 300
9626.43 300
51042.4 300
54381.7 300
52513.6 300
24963.6 300
22625.1 300
20781.8 300
19227.9 300
8440.5 300
8320.81 300
59282.3 300
58379.2 300
57717.1 300
53728.9 300
32555.5 300
16705.5 300
9152.83 300
9097.48 300
6325.91 300
3999.41 300
80291.8 300
50448.2 300
24303.2 300
17424.3 300
14298 300
83612.2 300
80321.9 300
80082.8 300
67736.1 300
63904.1 300
60666.5 300
23882 300
18865.6 300
17304 300
15987.5 300
13639.3 300
13524.7 300
10866.8 300
9507.4 300
6622.23 300
80366 300
65281.1 300
52454 300
29587.7 300
9156.55 300
6860.95 300
78369.8 300
67090.8 300
63544.8 300
59162 300
59041.7 300
58138.6 300
56157.8 300
52634.5 300
30227 300
29915.4 300
29879.6 300
25693.9 300
1358.2 300
80425.7 300
60006.2 300
53127.3 300
53305.9 300
54794.5 300
32132.5 300
25274.4 300
24483 300
11465.2 300
10746.5 300
10324 300
2037.28 300
79670.3 300
55795.4 300
56037.4 300
13698.2 300
10443.7 300
9271.23 300
8021.93 300
81532.1 300
67497.5 300
28538.3 300
27187.7 300
81411.8 300
81193.5 300
57776.4 300
30469.9 300
22505.4 300
13937.5 300
1919.22 300
83671.4 300
81671 300
54794.9 300
31423.9 300
25319.8 300
20001.6 300
57541.4 300
27579.4 300
27460.9 300
26531.7 300
21305.4 300
20001.7 300
19767.4 300
14902.7 300
14600 300
13314 300
11768.6 300
7640.49 300
6506.53 300
6385.44 300
64741 300
50983.9 300
55313.9 300
30888.2 300
26055.6 300
24362.7 300
15867.8 300
13817.2 300
7042.47 300
6447.21 300
81139.1 300
79313.2 300
66312.8 300
65159.5 300
61197.9 300
61018.8 300
58619.3 300
30035.7 300
29733.7 300
14238.4 300
13817.3 300
396.991 300
82328.3 300
52951 300
31482.8 300
30709.3 300
26292.9 300
25514.1 300
22867 300
20905.4 300
7820.97 300
84892.9 300
84452.5 300
81312.6 300
81021 300
66077.8 300
59763.6 300
32191.9 300
30935.4 300
30397.3 300
29613.3 300
23466 300
16942.4 300
13431.9 300
11345.5 300
8975.55 300
4782.15 300
1058.12 300
79078.3 300
78250.8 300
65400.8 300
63606.2 300
60724.2 300
48781.8 300
50863.7 300
31053.7 300
27939 300
18326.7 300
14479.7 300
14358 300
396.994 300
59643.2 300
55675.8 300
50747.1 300
32075.4 300
31068.8 300
6444.96 300
84772.6 300
84332.2 300
81553.9 300
51638.7 300
31957.3 300
25452.6 300
9093.93 300
79313.8 300
78130.5 300
66433.8 300
63303.6 300
19107.6 300
9391.63 300
8797.63 300
62581.6 300
61678.5 300
52892.3 300
53608.6 300
29408.6 300
27459.7 300
20181.5 300
9211.8 300
9038.41 300
8239.64 300
1657.72 300
81433.6 300
57419.9 300
57243.2 300
23821.9 300
23345.7 300
9569.04 300
7949.06 300
2336.77 300
757.861 300
199.141 300
67032.2 300
65521.8 300
62461.2 300
53187.2 300
32378.8 300
31428.8 300
27819.4 300
20362 300
16466.9 300
79372.7 300
67318.3 300
64979 300
62340.9 300
61558.2 300
55215 300
50277.3 300
54323.7 300
30994.7 300
28058.1 300
27224.8 300
26591.2 300
17181.8 300
15387.2 300
8418.73 300
66852.3 300
61437.9 300
31487.5 300
30516.7 300
24843.8 300
17723.9 300
15084.4 300
1178.36 300
80485.9 300
50571.2 300
51462.7 300
30768.9 300
29315.1 300
28775.5 300
25379.6 300
25082.5 300
24738.3 300
84150.5 300
67318.6 300
63786.1 300
63665.7 300
48723 300
54736.2 300
54382.5 300
29226.7 300
18504.7 300
7890.06 300
81852.2 300
67377.2 300
67256.8 300
60783.8 300
60305.7 300
50036.7 300
53426.8 300
29467.8 300
28299.5 300
25965.3 300
83970.6 300
58799.7 300
55915.8 300
20965.1 300
20842 300
17122.2 300
7701.29 300
7580.33 300
3167.59 300
79853.2 300
57061.5 300
56640.4 300
50925.3 300
22026 300
8380.37 300
80202.2 300
32012.7 300
30095.7 300
26145.7 300
13254.6 300
9332.22 300
1801.41 300
57599.8 300
31781.9 300
18625.6 300
16644.8 300
16528.1 300
15747.5 300
80381.5 300
77708.6 300
65039.2 300
53128.1 300
32380.1 300
31185.2 300
29133.3 300
57479.4 300
48661.3 300
31659.6 300
28896.7 300
2576.77 300
86363 300
80501 300
79648.5 300
66554.1 300
54501.8 300
32071.6 300
30214.6 300
29707.4 300
22685.2 300
21966.5 300
20662.8 300
15627.2 300
14662 300
13699.1 300
13311.6 300
4832.17 300
2576.78 300
1538.04 300
79136.6 300
26829.4 300
26710.9 300
24797.8 300
18206.4 300
11225.3 300
10203.7 300
8081.48 300
62942.5 300
54616.6 300
23942.2 300
22747.3 300
8658.74 300
6329.15 300
81256.4 300
78010.1 300
65642.1 300
63363.7 300
54560.6 300
54914.3 300
31304.2 300
17484.5 300
16289 300
9215.12 300
2036.7 300
82507.5 300
79195.4 300
78956.8 300
67617.2 300
56520.7 300
31953.8 300
25155.2 300
17002.6 300
16764 300
878.828 300
81732.8 300
81471.5 300
79995.4 300
64620.7 300
53365.9 300
53668.8 300
27307.5 300
8001.66 300
2096.17 300
77830.3 300
60066.3 300
58198.8 300
54675.5 300
50388.1 300
52950.7 300
29975.6 300
24243.1 300
24122.7 300
23701.6 300
23225.4 300
20061.3 300
18926 300
18024 300
17364.2 300
8681.15 300
6206.87 300
2276.63 300
1859.33 300
66313.8 300
54146.7 300
53849 300
29855.1 300
20061.4 300
17243.9 300
9566.91 300
2276.64 300
77830.5 300
60604.6 300
56097.6 300
51342.2 300
11587.4 300
4771.59 300
1477.88 300
57657.4 300
57360.3 300
32614.3 300
23105.1 300
22565.5 300
11105.5 300
9329.48 300
1477.89 300
81790 300
81080.4 300
63844.3 300
49917.1 300
52578.4 300
28399.2 300
19528 300
13997.7 300
12594.2 300
11284.7 300
8200.5 300
2096.35 300
201.34 300
61317.8 300
57422.4 300
55435.8 300
52093.1 300
48781 300
21365.5 300
18386.3 300
1918.84 300
80680.3 300
79373.2 300
64860 300
61078.8 300
26266.1 300
13371.1 300
7460.75 300
83552.7 300
61920.4 300
60725.5 300
58679.4 300
51222.1 300
31723.2 300
29793.8 300
21725.2 300
21485 300
13877.4 300
10026.1 300
9685.31 300
4891.79 300
1800.45 300
82388.4 300
25574.2 300
9911.52 300
8500.65 300
67676.8 300
51999 300
26025.4 300
9747.51 300
9746.12 300
67148 300
66732.7 300
61800.1 300
29673.5 300
16226.9 300
8539.06 300
86303.4 300
82268.1 300
62100.9 300
58438.8 300
54439.3 300
84030.9 300
50687 300
51698.8 300
30638.1 300
25845.6 300
25333.6 300
84392.4 300
78190.6 300
66493.9 300
66136.2 300
57481.7 300
27879.2 300
24724.3 300
19167.7 300
17783.5 300
6387.9 300
80086 300
78606.3 300
63901.9 300
60899 300
60547.6 300
49735.6 300
53789.1 300
32557.2 300
20542.6 300
13526.2 300
10085.3 300
637.542 300
81493.7 300
81015.6 300
63243.3 300
62822.2 300
61498 300
54974.4 300
49673.8 300
54498.2 300
25725.3 300
25202.2 300
22984.7 300
18266.7 300
6681.15 300
998.426 300
80852.5 300
56400.3 300
54735 300
52212.7 300
52637 300
27299.8 300
20301.8 300
19047.4 300
819.939 300
697.707 300
637.544 300
22.492 300
66195.1 300
50511 300
31541.7 300
29013.6 300
28419.2 300
21784.7 300
8919.69 300
8478.89 300
2155.65 300
64444 300
58919.4 300
53548.5 300
53010.4 300
32134.1 300
30650.3 300
6740.64 300
2216.45 300
697.709 300
22.494 300
79016.8 300
53245.7 300
29375.2 300
28954.1 300
21846.8 300
15507.5 300
10686.3 300
8598.64 300
2216.46 300
1118.19 300
81074.6 300
79016.9 300
30947.6 300
30168.5 300
29254.9 300
29013.9 300
26770.1 300
24002.5 300
15325.1 300
6800.8 300
1978.13 300
277.212 300
62280.8 300
61377.7 300
55556.2 300
53245.9 300
29286.9 300
15204.8 300
12955.2 300
12834.8 300
457.058 300
79431.2 300
60365.9 300
50096.9 300
52333.7 300
30530.1 300
24917 300
22445.2 300
22085.7 300
19648.5 300
8802.6 300
6212.78 300
4843.77 300
79137.6 300
60245.4 300
49856.9 300
51938.8 300
32193.1 300
28237.3 300
7520.16 300
1859.95 300
30697.8 300
28716 300
21245.2 300
19885.8 300
14842.5 300
7520.17 300
7102.88 300
1238.52 300
80262.4 300
66195.9 300
57183.7 300
53908.7 300
30456.9 300
28478.5 300
16823.4 300
6266.39 300
5995.65 300
62221.2 300
58559.1 300
31546.3 300
26889.2 300
18685.8 300
17062.1 300
14178.2 300
12895 300
9687.09 300
79196.5 300
65099.4 300
49674 300
31719 300
29193.5 300
25261.9 300
17604.2 300
16409.3 300
14722.2 300
14057.9 300
80791.6 300
80620 300
31311.3 300
16106.5 300
65582 300
59524.4 300
52695.8 300
32496.6 300
31840.3 300
30346.4 300
29767.6 300
29553.2 300
24976.4 300
15687.4 300
7403.05 300
79490.5 300
63002 300
52752.5 300
27008 300
10926.3 300
7283.36 300
6624.98 300
2693.35 300
80560.6 300
53009.6 300
51102.3 300
31370.1 300
20422.1 300
18084.2 300
9805.64 300
84272.1 300
79588.4 300
79550 300
79490.7 300
78070.3 300
57658.5 300
56580.8 300
31364.4 300
29939.1 300
13757.7 300
11707.1 300
6153.81 300
81911.4 300
81911 300
81314.8 300
79077 300
78837.9 300
64680.8 300
64202.7 300
57956.2 300
53068.3 300
30875.7 300
29348.4 300
28277 300
23285.4 300
18146.3 300
17544 300
14118 300
8718.9 300
54854.1 300
48840.6 300
52694 300
24182.8 300
23761.7 300
59342.5 300
55154.9 300
52272.9 300
32615.7 300
28656.5 300
21605 300
16882.9 300
10027.1 300
82148.4 300
67258.1 300
60664.7 300
28519.1 300
19826.9 300
16468.7 300
10564 300
84653 300
81970.3 300
81373.7 300
81253.1 300
79933.4 300
77770.1 300
56820.2 300
55034.5 300
23165.2 300
14418.2 300
8861.17 300
7342.89 300
517.22 300
83851.6 300
78896.9 300
65821.4 300
59583.8 300
59101.8 300
56217.9 300
49977.2 300
26555.4 300
24604.6 300
23044.9 300
11165.7 300
8140.28 300
64323.7 300
28718.8 300
13372.6 300
4903.31 300
66137.1 300
64020.9 300
31007.5 300
25605.6 300
25393.1 300
13135.6 300
12714.5 300
11525.4 300
10086.1 300
8741.31 300
998.43 300
83731.3 300
77770.5 300
60784 300
51161.8 300
51282.2 300
27247.8 300
16646.2 300
10503.9 300
9447.88 300
8560.93 300
8121.14 300
57836.5 300
55855.7 300
28337.2 300
28216.8 300
27759.9 300
18565.2 300
66613.6 300
63961.5 300
63485.3 300
61980.7 300
27368.4 300
24678.6 300
13015.3 300
9509.66 300
66792.8 300
63485.4 300
52575.1 300
54264.1 300
27368.5 300
26085.6 300
11828.7 300
84090.9 300
61860.3 300
58498.9 300
27639.6 300
26115.7 300
24422.8 300
10384.2 300
65701.6 300
30277 300
29073.2 300
28578.6 300
517.222 300
82028.9 300
81969.2 300
65880.8 300
65219.7 300
29647.2 300
25935.8 300
25036.1 300
22325.5 300
18445.1 300
1740.78 300
81848.9 300
66672.6 300
57363 300
48839.9 300
8260.66 300
8060.97 300
6563.44 300
84512.7 300
80142.6 300
77889.8 300
67150.4 300
60125.8 300
59823.8 300
56939.9 300
52831.6 300
31128.8 300
29141.2 300
28955.3 300
25785.4 300
19408.4 300
17903.8 300
6920.47 300
1298.04 300
80904.9 300
79432.2 300
62882.4 300
25815.5 300
22205.2 300
20482.3 300
9034.43 300
6982.56 300
6920.48 300
84713 300
79906.6 300
79842 300
60487.4 300
57000.1 300
56460.5 300
50807.3 300
27068 300
24784 300
64560.5 300
59465 300
50157 300
54264.9 300
59222.1 300
58979.6 300
56280 300
24062.5 300
9806.19 300
7882.4 300
6683.64 300
65341.3 300
62641.8 300
61738.7 300
58319.1 300
57538.5 300
56340.2 300
52152.6 300
24903.6 300
16585.4 300
1977.73 300
57303.4 300
54205.1 300
53968.4 300
31605 300
15264.9 300
10806.6 300
577.387 300
58016.4 300
26325.7 300
21665 300
15927.4 300
13252.1 300
11045.3 300
10624.2 300
81793.5 300
